0ebb2cf4a2017aeaefadf9ae5062eb62,7460.0
72e530a4206f2e4804d502f4dfca8387,7228.0
bbee9f3d2ff7eae779b70c7ac2c971e4,7221.0
efa934e07029e49f4b1959b33c677589,5432.0
b2ce7f937c4d1e391758282974fcf514,4951.0
0ad13b6d1cd98ad7e8f6ee9909d33114,4745.0
91c6bd1773aaec302882b43aff6babc4,4571.0
86dd28e7eef150e69182152b80bac0d5,3547.0
0df6c802966e8670279671824da4f10a,2666.0
610fec3c1f64661f446a6e8270f23d0c,2063.0
95fdd816723ca482a5caba10bea171c8,1917.0
54dcb911e3ab04e9d5b30c3912100b41,1364.0
df0e3d38eec730326754d8c17a8b8efe,1343.0
ed48afc0cdaf8c5d9801a19cdf95e0b9,1176.0
1dde417c45171347b0ec07088aa49839,1069.0
2ef1e51ab1cf99a3c6417b05a060830e,1001.0
31217980cfdf305668ba9c8482a34e81,932.0
82b6b13c800633859b139cf0569b4cda,922.0
dd3f1d27af1be908d3c3fd143339aa9c,779.0
693c980645f0af912893409ceee83c7e,773.0
8da18b476b64f6f053647455b6890f80,742.0
6a8118b17d1d40cf877db24449ceb616,678.0
c3ff4c29778c6c86865687a4061a3382,655.0
37a7e187d35366eb6167cbe90e558af1,628.0
3dfaa3fabdf04711351c97af550d2921,572.0
65d43491988bfe557da4d86a5ba25dae,562.0
b4138e283c45cf0bc5387f9794bdfbcf,553.0
af140e3881d1c74ce8b17a5c8979dfa5,541.0
0e064a94474c099cd422c1ef160ab28c,527.0
cfdf39cd6545fb6a7ddb747c3393c225,525.0
2c064ac1dddc6cb98a5ca584a68647f8,521.0
270a745647e1f4f2daefddcae78b43c7,496.0
37a0a427f45ea3b8299b4a41c10d02e6,491.0
e04cb8c96d35fee0e181a15fc4511d0c,448.0
5d6d200a9ac1ce63fef95fdd57cd4039,403.0
1c281deaf71c6d702d1ddadfa953eac6,391.0
ea403646ed22d679fa4586263d8fc32f,374.0
bfa3561ca0d31bca54be08e2d9f7937f,351.0
9f3ae9f6096976f00cd7c13a4717ff1c,350.0
6c921e3ae0af506f54295d074ca071bc,348.0
bdf8a26094624622d68509a87fa75ba7,343.0
2cf0267a31dc6f1b8ee65c913b8f6e4d,342.0
6e5be229dd49e819c917d2ae8b72610b,342.0
5284495840f983847ec0d0b741a9a471,334.0
d6eda88bd8370a52076b0dafde12249a,329.0
df1e3080300aed496c300246714bd838,327.0
476a27c3796dfc1790e181f789663a33,321.0
62dc76a09326c359be5946507e82e9fa,317.0
b301115074f6e3de36efa48b692c7f8b,314.0
0570b4a067b34904d37cb5ddc848b221,313.0
4963d4ed2df490e8bc8d22c472e42a12,308.0
a6bed81ae136bbcaf60c91d83befaa68,308.0
b472c8e4f9b5ee3ae9ec84a3a7c4e63b,307.0
e832be098a5318684958d14305267752,307.0
35f3ce6a0ee2829e6ccb193be3c4338b,299.0
ce72009c0c36b5ff547b9a0c89f669ce,294.0
4e8d7a4662640b90817f015280cf5713,292.0
35b8c10c192360a7cdad628a185e99e5,287.0
8224351b2abd16dd4d58c3015ff5e795,272.0
ecb3759e804e8c86d9fb0de817207fe9,267.0
15029a53d91a033bae30c1ad032ad804,241.0
df8456a1abbfb4c8a2c450b44378d4cb,239.0
f9c752d5c510e07c457e029af2d6d31b,238.0
64bdf63dcb878049e0d12155c8ed7af1,229.0
958d78a02bef69a795806f97adb117ea,227.0
4598e7db6dff8f019ff4f6c50dc05df4,225.0
11401ee29264e6f60b65371a2601cd07,224.0
f54447ae705d557e2c2b3777fbdd56f0,222.0
901c9973bde010c1a5c49023e63cc252,220.0
721bbde09abf2f51fc7d8caeab5b22f1,216.0
a9b24370bdb02a8ee91855de7b8b2813,212.0
99deb3c5ecb022ec05609ebd1112a557,206.0
bf34422106e5974ddf75216e2c05273c,205.0
811f358e4e89eecbd75298ffce878cba,203.0
e7cfd084265c4df4856ca07b1c9b24ee,201.0
5e18094f37d33836726fabc09f8e46fc,194.0
beb1407c19f7fa27ce3bbc0aa7f36157,191.0
ce78414357068359ddae6a47b6592a08,188.0
b358d76cf51dad99d526470074e5f31c,187.0
50313555c1a4385e25c85b06a5c8ad42,186.0
d3d5f57b1c8aafeca61afdb1627d2990,185.0
c7e785c8e289c83881a0d6d6c5038baa,181.0
d46e2205f0c6ecf67b51f83d111c509c,181.0
1d9a5ba78b68a6a4e27d52ccb4dceaa7,178.0
9908fffab7ed4f3bec44cda2f5084d49,171.0
60a2e0a4d6760de56ad66a42a4093dc5,165.0
e24e7b9b383a4e46a7761d21ddd703aa,165.0
20ac30224f0d6923615fbc03ac84563f,164.0
682dde043b6d08cf20021dc1e423446d,160.0
e9ba53901533347c901fadbda061b68f,155.0
b8b18f589b294a4bf53dd603995c4963,148.0
8ae518dbb29595b3f79214be0b589066,146.0
