Feature ID	Taxon	Consensus
#q2:types	categorical	categorical
ff316fa5f91785b97b8a10e993cfb8e0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1.0
235a3631d1cc01de1de9aa6fc9025300	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	1.0
9ecb011b73b151660fc0f8650ef1da00	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1.0
1669dfe46ed0ab567bbdc946fdb2b8ef	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1.0
3d253aef8387df4123aa1d1e99c74aea	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
c518773de1fa8f58aebfc3c18e017d10	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9
3883c3ab093249287e47ca21ff186ca4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1.0
45c2b4ab81a86856fb91c5f96544e9bd	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__	1.0
ef2ea87e7d594f50e6e706d946eb089d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1.0
d925f54f2129619db22eb998d6021440	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	1.0
5eaeab6fa2a8efe96eac7a0712c65080	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
99ee92e36a3bfda54437f2370facd8c8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1.0
c5e5fd5c9af649aec207b86dee76d5f3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
630d3298d6df053fa8d57ead7cd4df95	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
934dcdcb25ead801df5ed7b7c9f1477b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
531aa5958090e7b9ccce63177bb153cc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
7911816f5e81f650f769aba0d5c708cb	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__	1.0
3d2cd874a4eea35af603ca0c0c25c89f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
c4170fd31c9aceb042c699e6c8b0f486	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
2312fa68895be3d61975e48dda211263	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.6
19d2d0a3e544be16de60735c221a17e1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
fd496fd32dc8c08ade2e8b6c9d8ee13d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	1.0
51aac8df56f09e3d493625d4bab1cd7b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1.0
90341c9ce791289cc32e350b44807ffb	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	1.0
dc6238760f7fb47db3501252a3751840	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	1.0
b2224d09fb56fffb7949a37935a5b572	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0.9
50c77a7d7927650d7b1a093e9d2c62de	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1.0
65564efafb80060ef155c05105b8ed0b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.7
c2f0aed95b7159dbbc1a85f7b652bbc5	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	1.0
